url,name,title,direccion,horario,disponibilidad,province,latitude,longitude
https://www.citapreviadnie.es/citaPreviaDniExp/ObtenerFechaCitaEspera.action?op=obMeses&equipo=31604A6D1&nombre=U.D.%20DE%20PAMPLONA&seleccion=hora&espera=1,U.D. DE PAMPLONA,"U.D. DE PAMPLONA CALLE PASCUAL MADOZ, 4, (PAMPLONA)","CALLE PASCUAL MADOZ, 4, (PAMPLONA)",LMXJ 09:00-14:30/15:30-19:30; V 09:00-14:30; SD sin horario,Disponibilidad de citas: Media,Navarra,42.811327,-1.6323228
https://www.citapreviadnie.es/citaPreviaDniExp/ObtenerFechaCitaEspera.action?op=obMeses&equipo=31694L6D1&nombre=U.D.%20DE%20TUDELA&seleccion=hora&espera=1,U.D. DE TUDELA,"U.D. DE TUDELA CALLE GRISERAS, 2, (TUDELA)","CALLE GRISERAS, 2, (TUDELA)",LMXJV 09:00-14:30; SD sin horario,Disponibilidad de citas: Media,Navarra,42.0545226,-1.5987369
https://www.citapreviadnie.es/citaPreviaDniExp/ObtenerFechaCitaEspera.action?op=obMeses&equipo=25425A6D1&nombre=U.D.%20DE%20LLEIDA&seleccion=hora&espera=1,U.D. DE LLEIDA,"U.D. DE LLEIDA CARRER DE L'ENSENYANÇA Nº2 (ANTIC GOVERN MILITAR, (LLEIDA)","CARRER DE L'ENSENYANÇA Nº2 (ANTIC GOVERN MILITAR, (LLEIDA)",LMXJ 09:00-14:30/15:30-19:30; V 09:00-14:30; SD sin horario,Disponibilidad de citas: Alta,Lleida,41.6198615,0.6230966
https://www.citapreviadnie.es/citaPreviaDniExp/ObtenerFechaCitaEspera.action?op=obMeses&equipo=25429P6D1&nombre=U.D.%20DE%20LES&seleccion=hora&espera=1,U.D. DE LES,"U.D. DE LES AV SAN JAIME, 58 - VAL D'ARAN, (LES)","AV SAN JAIME, 58 - VAL D'ARAN, (LES)",LMXJV 09:00-14:30; SD sin horario,Disponibilidad de citas: Alta,Lleida,42.8127619,0.7103041
https://www.citapreviadnie.es/citaPreviaDniExp/ObtenerFechaCitaEspera.action?op=obMeses&equipo=25721P6D1&nombre=U.D.%20DE%20LA%20SEU%20D%27URGELL&seleccion=hora&espera=1,U.D. DE LA SEU D'URGELL,"U.D. DE LA SEU D'URGELL AVENIDA SALORIA NÚM 100, BAJOS, (LA SEU D'URGELL)","AVENIDA SALORIA NÚM 100, BAJOS, (LA SEU D'URGELL)",LMXJV 09:00-14:30; SD sin horario,Disponibilidad de citas: Alta,Lleida,42.36018199999999,1.4556694
https://www.citapreviadnie.es/citaPreviaDniExp/ObtenerFechaCitaEspera.action?op=obMeses&equipo=17145P6D1&nombre=U.D.%20DE%20CAMPROD%C3%93N&seleccion=hora&espera=1,U.D. DE CAMPRODÓN,"U.D. DE CAMPRODÓN CARRETERA DE MOLLO S/N C-38 KM. 11,5, (CAMPRODON)","CARRETERA DE MOLLO S/N C-38 KM. 11,5, (CAMPRODON)",LMXJV 08:30-14:30; SD sin horario,Disponibilidad de citas: Alta,Girona,42.3175758,2.3775442
https://www.citapreviadnie.es/citaPreviaDniExp/ObtenerFechaCitaEspera.action?op=obMeses&equipo=17249L6D1&nombre=U.D.%20DE%20FIGUERES&seleccion=hora&espera=1,U.D. DE FIGUERES,"U.D. DE FIGUERES CALLE PEP VENTURA, 8, (FIGUERES)","CALLE PEP VENTURA, 8, (FIGUERES)",LMXJV 08:30-14:30; SD sin horario,Disponibilidad de citas: Alta,Girona,42.2669278,2.9590835
https://www.citapreviadnie.es/citaPreviaDniExp/ObtenerFechaCitaEspera.action?op=obMeses&equipo=17301A6D1&nombre=U.D.%20DE%20GIRONA&seleccion=hora&espera=1,U.D. DE GIRONA,"U.D. DE GIRONA C/ SANT AGUSTÍ, 23, (GIRONA)","C/ SANT AGUSTÍ, 23, (GIRONA)",LMXJ 08:30-14:30/16:00-20:00; V 09:00-14:30; SD sin horario,Disponibilidad de citas: Media,Girona,41.9696304,2.8205465
https://www.citapreviadnie.es/citaPreviaDniExp/ObtenerFechaCitaEspera.action?op=obMeses&equipo=17329P6D1&nombre=U.D.%20DE%20LA%20JONQUERA&seleccion=hora&espera=1,U.D. DE LA JONQUERA,"U.D. DE LA JONQUERA CARRER MAJOR Nº136, (LA JONQUERA)","CARRER MAJOR Nº136, (LA JONQUERA)",LMXJV 08:30-14:30; SD sin horario,Disponibilidad de citas: Alta,Girona,42.4219185,2.8721266
https://www.citapreviadnie.es/citaPreviaDniExp/ObtenerFechaCitaEspera.action?op=obMeses&equipo=17365L6D1&nombre=U.D.%20DE%20LLORET%20DE%20MAR&seleccion=hora&espera=1,U.D. DE LLORET DE MAR,"U.D. DE LLORET DE MAR CARRER VERGE DE LORETO, 51, (LLORET DE MAR)","CARRER VERGE DE LORETO, 51, (LLORET DE MAR)",LMXJV 08:30-14:30; SD sin horario,Disponibilidad de citas: Media,Girona,41.7009066,2.8429458
